id,left,top,right,bottom,row_index,col_index,SAMPLE_1,SAMPLE_2,SAMPLE_3,SAMPLE_4,SAMPLE_5,SAMPLE_6
1,88.20323595,22.607227019,88.21323595,22.617227019,0,0,,,,,,
2,88.20323595,22.597227019,88.21323595,22.607227019,1,0,,,,,,
3,88.20323595,22.587227019,88.21323595,22.597227019,2,0,,,,,,
4,88.20323595,22.577227019,88.21323595,22.587227019,3,0,,,,,,
5,88.20323595,22.567227019,88.21323595,22.577227019,4,0,,,,,,
6,88.20323595,22.557227019,88.21323595,22.567227019,5,0,,,,,,
7,88.20323595,22.547227019,88.21323595,22.557227019,6,0,,,,,,
8,88.20323595,22.537227019,88.21323595,22.547227019,7,0,,,,,,
9,88.20323595,22.527227019,88.21323595,22.537227019,8,0,,,,,,
10,88.20323595,22.517227019,88.21323595,22.527227019,9,0,,,,,,
11,88.20323595,22.507227019,88.21323595,22.517227019,10,0,,,,,,
12,88.20323595,22.497227019,88.21323595,22.507227019,11,0,,,,,,
13,88.20323595,22.487227019,88.21323595,22.497227019,12,0,,,,,,
14,88.20323595,22.477227019,88.21323595,22.487227019,13,0,,,,,,
15,88.20323595,22.467227019,88.21323595,22.477227019,14,0,,,,,,
16,88.20323595,22.457227019,88.21323595,22.467227019,15,0,,,,,,
17,88.20323595,22.447227019,88.21323595,22.457227019,16,0,,,,,,
18,88.20323595,22.437227019,88.21323595,22.447227019,17,0,,,,,,
19,88.20323595,22.427227019,88.21323595,22.437227019,18,0,,,,,,
20,88.20323595,22.417227019,88.21323595,22.427227019,19,0,,,,,,
21,88.20323595,22.407227019,88.21323595,22.417227019,20,0,,,,,,
22,88.20323595,22.397227019,88.21323595,22.407227019,21,0,,,,,,
23,88.20323595,22.387227019,88.21323595,22.397227019,22,0,,,,,,
24,88.20323595,22.377227019,88.21323595,22.387227019,23,0,,,,,,
25,88.21323595,22.607227019,88.22323595,22.617227019,0,1,,,,,,
26,88.21323595,22.597227019,88.22323595,22.607227019,1,1,,,,,,
27,88.21323595,22.587227019,88.22323595,22.597227019,2,1,,,,,,
28,88.21323595,22.577227019,88.22323595,22.587227019,3,1,,,,,,
29,88.21323595,22.567227019,88.22323595,22.577227019,4,1,,,,,,
30,88.21323595,22.557227019,88.22323595,22.567227019,5,1,,,,,,
31,88.21323595,22.547227019,88.22323595,22.557227019,6,1,,,,,,
32,88.21323595,22.537227019,88.22323595,22.547227019,7,1,,,,,,
33,88.21323595,22.527227019,88.22323595,22.537227019,8,1,,,,,,
34,88.21323595,22.517227019,88.22323595,22.527227019,9,1,,,,,,
35,88.21323595,22.507227019,88.22323595,22.517227019,10,1,,,,,,
36,88.21323595,22.497227019,88.22323595,22.507227019,11,1,,,,,,
37,88.21323595,22.487227019,88.22323595,22.497227019,12,1,,,,,,
38,88.21323595,22.477227019,88.22323595,22.487227019,13,1,,,,,,
39,88.21323595,22.467227019,88.22323595,22.477227019,14,1,,,,,,
40,88.21323595,22.457227019,88.22323595,22.467227019,15,1,,,,,,
41,88.21323595,22.447227019,88.22323595,22.457227019,16,1,,,,,,
42,88.21323595,22.437227019,88.22323595,22.447227019,17,1,,,,,,
43,88.21323595,22.427227019,88.22323595,22.437227019,18,1,,,,,,
44,88.21323595,22.417227019,88.22323595,22.427227019,19,1,,,,,,
45,88.21323595,22.407227019,88.22323595,22.417227019,20,1,,,,,,
46,88.21323595,22.397227019,88.22323595,22.407227019,21,1,,,,,,
47,88.21323595,22.387227019,88.22323595,22.397227019,22,1,,,,,,
48,88.21323595,22.377227019,88.22323595,22.387227019,23,1,,,,,,
49,88.22323595,22.607227019,88.23323595,22.617227019,0,2,,,,,,
50,88.22323595,22.597227019,88.23323595,22.607227019,1,2,,,,,,
51,88.22323595,22.587227019,88.23323595,22.597227019,2,2,,,,,,
52,88.22323595,22.577227019,88.23323595,22.587227019,3,2,,,,,,
53,88.22323595,22.567227019,88.23323595,22.577227019,4,2,,,,,,
54,88.22323595,22.557227019,88.23323595,22.567227019,5,2,,,,,,
55,88.22323595,22.547227019,88.23323595,22.557227019,6,2,,,,,,
56,88.22323595,22.537227019,88.23323595,22.547227019,7,2,,,,,,
57,88.22323595,22.527227019,88.23323595,22.537227019,8,2,,,,,,
58,88.22323595,22.517227019,88.23323595,22.527227019,9,2,,,,,,
59,88.22323595,22.507227019,88.23323595,22.517227019,10,2,,,,,,
60,88.22323595,22.497227019,88.23323595,22.507227019,11,2,,,,,,
61,88.22323595,22.487227019,88.23323595,22.497227019,12,2,,,,,,
62,88.22323595,22.477227019,88.23323595,22.487227019,13,2,,,,,,
63,88.22323595,22.467227019,88.23323595,22.477227019,14,2,,,,,,
64,88.22323595,22.457227019,88.23323595,22.467227019,15,2,,,,,,
65,88.22323595,22.447227019,88.23323595,22.457227019,16,2,,,,,,
66,88.22323595,22.437227019,88.23323595,22.447227019,17,2,,,,,,
67,88.22323595,22.427227019,88.23323595,22.437227019,18,2,,,,,,
68,88.22323595,22.417227019,88.23323595,22.427227019,19,2,,,,,,
69,88.22323595,22.407227019,88.23323595,22.417227019,20,2,,,,,,
70,88.22323595,22.397227019,88.23323595,22.407227019,21,2,,,,,,
71,88.22323595,22.387227019,88.23323595,22.397227019,22,2,,,,,,
72,88.22323595,22.377227019,88.23323595,22.387227019,23,2,,,,,,
73,88.23323595,22.607227019,88.24323595,22.617227019,0,3,,,,,,
74,88.23323595,22.597227019,88.24323595,22.607227019,1,3,,,,,,
75,88.23323595,22.587227019,88.24323595,22.597227019,2,3,,,,,,
76,88.23323595,22.577227019,88.24323595,22.587227019,3,3,,,,,,
77,88.23323595,22.567227019,88.24323595,22.577227019,4,3,,,,,,
78,88.23323595,22.557227019,88.24323595,22.567227019,5,3,,,,,,
79,88.23323595,22.547227019,88.24323595,22.557227019,6,3,,,,,,
80,88.23323595,22.537227019,88.24323595,22.547227019,7,3,,,,,,
81,88.23323595,22.527227019,88.24323595,22.537227019,8,3,,,,,,
82,88.23323595,22.517227019,88.24323595,22.527227019,9,3,,,,,,
83,88.23323595,22.507227019,88.24323595,22.517227019,10,3,,,,,,
84,88.23323595,22.497227019,88.24323595,22.507227019,11,3,,,,,,
85,88.23323595,22.487227019,88.24323595,22.497227019,12,3,,,,,,
86,88.23323595,22.477227019,88.24323595,22.487227019,13,3,,,,,,
87,88.23323595,22.467227019,88.24323595,22.477227019,14,3,,,,,,
88,88.23323595,22.457227019,88.24323595,22.467227019,15,3,,,,,,
89,88.23323595,22.447227019,88.24323595,22.457227019,16,3,,,,,,
90,88.23323595,22.437227019,88.24323595,22.447227019,17,3,,,,,,
91,88.23323595,22.427227019,88.24323595,22.437227019,18,3,,,,,,
92,88.23323595,22.417227019,88.24323595,22.427227019,19,3,,,,,,
93,88.23323595,22.407227019,88.24323595,22.417227019,20,3,,,,,,
94,88.23323595,22.397227019,88.24323595,22.407227019,21,3,,,,,,
95,88.23323595,22.387227019,88.24323595,22.397227019,22,3,,,,,,
96,88.23323595,22.377227019,88.24323595,22.387227019,23,3,,,,,,
97,88.24323595,22.607227019,88.25323595,22.617227019,0,4,,,,,,
98,88.24323595,22.597227019,88.25323595,22.607227019,1,4,,,,,,
