id,left,top,right,bottom,row_index,col_index,SAMPLE_1
200,88.53476423,22.321631351,88.54476423,22.331631351,7,8,15063.5
201,88.53476423,22.311631351,88.54476423,22.321631351,8,8,15063.5
202,88.53476423,22.301631351,88.54476423,22.311631351,9,8,15069
203,88.53476423,22.291631351,88.54476423,22.301631351,10,8,15060
204,88.53476423,22.281631351,88.54476423,22.291631351,11,8,15071.5
205,88.53476423,22.271631351,88.54476423,22.281631351,12,8,15066.5
206,88.53476423,22.261631351,88.54476423,22.271631351,13,8,15056.5
207,88.53476423,22.251631351,88.54476423,22.261631351,14,8,15054.5
208,88.53476423,22.241631351,88.54476423,22.251631351,15,8,15058
209,88.53476423,22.231631351,88.54476423,22.241631351,16,8,15054
210,88.53476423,22.221631351,88.54476423,22.231631351,17,8,15056
211,88.53476423,22.211631351,88.54476423,22.221631351,18,8,15053.5
212,88.53476423,22.201631351,88.54476423,22.211631351,19,8,15054
213,88.53476423,22.191631351,88.54476423,22.201631351,20,8,15054.5
214,88.53476423,22.181631351,88.54476423,22.191631351,21,8,15054
215,88.53476423,22.171631351,88.54476423,22.181631351,22,8,15042.5
216,88.53476423,22.161631351,88.54476423,22.171631351,23,8,15043
217,88.54476423,22.391631351,88.55476423,22.401631351,0,9,
218,88.54476423,22.381631351,88.55476423,22.391631351,1,9,15067.5
219,88.54476423,22.371631351,88.55476423,22.381631351,2,9,15065.5
220,88.54476423,22.361631351,88.55476423,22.371631351,3,9,15058
221,88.54476423,22.351631351,88.55476423,22.361631351,4,9,15046
222,88.54476423,22.341631351,88.55476423,22.351631351,5,9,15055.5
223,88.54476423,22.331631351,88.55476423,22.341631351,6,9,15065.5
224,88.54476423,22.321631351,88.55476423,22.331631351,7,9,15064
225,88.54476423,22.311631351,88.55476423,22.321631351,8,9,15063
226,88.54476423,22.301631351,88.55476423,22.311631351,9,9,15056
227,88.54476423,22.291631351,88.55476423,22.301631351,10,9,15058
228,88.54476423,22.281631351,88.55476423,22.291631351,11,9,15069.5
229,88.54476423,22.271631351,88.55476423,22.281631351,12,9,15071
230,88.54476423,22.261631351,88.55476423,22.271631351,13,9,15066
231,88.54476423,22.251631351,88.55476423,22.261631351,14,9,15067.5
232,88.54476423,22.241631351,88.55476423,22.251631351,15,9,15057
233,88.54476423,22.231631351,88.55476423,22.241631351,16,9,15050.5
234,88.54476423,22.221631351,88.55476423,22.231631351,17,9,15053
235,88.54476423,22.211631351,88.55476423,22.221631351,18,9,15051
236,88.54476423,22.201631351,88.55476423,22.211631351,19,9,15052.5
237,88.54476423,22.191631351,88.55476423,22.201631351,20,9,15059.5
238,88.54476423,22.181631351,88.55476423,22.191631351,21,9,15046.5
239,88.54476423,22.171631351,88.55476423,22.181631351,22,9,15046
240,88.54476423,22.161631351,88.55476423,22.171631351,23,9,15043
241,88.55476423,22.391631351,88.56476423,22.401631351,0,10,
242,88.55476423,22.381631351,88.56476423,22.391631351,1,10,15072
243,88.55476423,22.371631351,88.56476423,22.381631351,2,10,15079.5
244,88.55476423,22.361631351,88.56476423,22.371631351,3,10,15052
245,88.55476423,22.351631351,88.56476423,22.361631351,4,10,15041.5
246,88.55476423,22.341631351,88.56476423,22.351631351,5,10,15054
247,88.55476423,22.331631351,88.56476423,22.341631351,6,10,15064.5
248,88.55476423,22.321631351,88.56476423,22.331631351,7,10,15066.5
249,88.55476423,22.311631351,88.56476423,22.321631351,8,10,15065.5
250,88.55476423,22.301631351,88.56476423,22.311631351,9,10,15056
251,88.55476423,22.291631351,88.56476423,22.301631351,10,10,15048
252,88.55476423,22.281631351,88.56476423,22.291631351,11,10,15063
253,88.55476423,22.271631351,88.56476423,22.281631351,12,10,15063
254,88.55476423,22.261631351,88.56476423,22.271631351,13,10,15073
255,88.55476423,22.251631351,88.56476423,22.261631351,14,10,15068
256,88.55476423,22.241631351,88.56476423,22.251631351,15,10,15052
257,88.55476423,22.231631351,88.56476423,22.241631351,16,10,15048.5
258,88.55476423,22.221631351,88.56476423,22.231631351,17,10,15054
259,88.55476423,22.211631351,88.56476423,22.221631351,18,10,15055
260,88.55476423,22.201631351,88.56476423,22.211631351,19,10,15057
261,88.55476423,22.191631351,88.56476423,22.201631351,20,10,15055.5
262,88.55476423,22.181631351,88.56476423,22.191631351,21,10,15049.5
263,88.55476423,22.171631351,88.56476423,22.181631351,22,10,15037
264,88.55476423,22.161631351,88.56476423,22.171631351,23,10,15041.5
265,88.56476423,22.391631351,88.57476423,22.401631351,0,11,
266,88.56476423,22.381631351,88.57476423,22.391631351,1,11,15068.5
267,88.56476423,22.371631351,88.57476423,22.381631351,2,11,15056.5
268,88.56476423,22.361631351,88.57476423,22.371631351,3,11,15049.5
269,88.56476423,22.351631351,88.57476423,22.361631351,4,11,15024
270,88.56476423,22.341631351,88.57476423,22.351631351,5,11,15051
271,88.56476423,22.331631351,88.57476423,22.341631351,6,11,15063
272,88.56476423,22.321631351,88.57476423,22.331631351,7,11,15065.5
273,88.56476423,22.311631351,88.57476423,22.321631351,8,11,15069.5
274,88.56476423,22.301631351,88.57476423,22.311631351,9,11,15048.5
275,88.56476423,22.291631351,88.57476423,22.301631351,10,11,15042
276,88.56476423,22.281631351,88.57476423,22.291631351,11,11,15058.5
277,88.56476423,22.271631351,88.57476423,22.281631351,12,11,15053.5
278,88.56476423,22.261631351,88.57476423,22.271631351,13,11,15054.5
279,88.56476423,22.251631351,88.57476423,22.261631351,14,11,15063.5
280,88.56476423,22.241631351,88.57476423,22.251631351,15,11,15052.5
281,88.56476423,22.231631351,88.57476423,22.241631351,16,11,15049
282,88.56476423,22.221631351,88.57476423,22.231631351,17,11,15048
283,88.56476423,22.211631351,88.57476423,22.221631351,18,11,15063
284,88.56476423,22.201631351,88.57476423,22.211631351,19,11,15062
285,88.56476423,22.191631351,88.57476423,22.201631351,20,11,15052.5
286,88.56476423,22.181631351,88.57476423,22.191631351,21,11,15047.5
287,88.56476423,22.171631351,88.57476423,22.181631351,22,11,15034.5
288,88.56476423,22.161631351,88.57476423,22.171631351,23,11,15038.5
289,88.57476423,22.391631351,88.58476423,22.401631351,0,12,
290,88.57476423,22.381631351,88.58476423,22.391631351,1,12,15050
291,88.57476423,22.371631351,88.58476423,22.381631351,2,12,15039
292,88.57476423,22.361631351,88.58476423,22.371631351,3,12,15026
293,88.57476423,22.351631351,88.58476423,22.361631351,4,12,15027
294,88.57476423,22.341631351,88.58476423,22.351631351,5,12,15044
295,88.57476423,22.331631351,88.58476423,22.341631351,6,12,15052
296,88.57476423,22.321631351,88.58476423,22.331631351,7,12,15052
297,88.57476423,22.311631351,88.58476423,22.321631351,8,12,15058.5
298,88.57476423,22.301631351,88.58476423,22.311631351,9,12,15063.5
299,88.57476423,22.291631351,88.58476423,22.301631351,10,12,15051.5
300,88.57476423,22.281631351,88.58476423,22.291631351,11,12,15054
301,88.57476423,22.271631351,88.58476423,22.281631351,12,12,15050
302,88.57476423,22.261631351,88.58476423,22.271631351,13,12,15053.5
303,88.57476423,22.251631351,88.58476423,22.261631351,14,12,15053
304,88.57476423,22.241631351,88.58476423,22.251631351,15,12,15063.5
305,88.57476423,22.231631351,88.58476423,22.241631351,16,12,15057.5
306,88.57476423,22.221631351,88.58476423,22.231631351,17,12,15055.5
307,88.57476423,22.211631351,88.58476423,22.221631351,18,12,15049
308,88.57476423,22.201631351,88.58476423,22.211631351,19,12,15054
309,88.57476423,22.191631351,88.58476423,22.201631351,20,12,15060
310,88.57476423,22.181631351,88.58476423,22.191631351,21,12,15056
311,88.57476423,22.171631351,88.58476423,22.181631351,22,12,15048
312,88.57476423,22.161631351,88.58476423,22.171631351,23,12,15044.5
313,88.58476423,22.391631351,88.59476423,22.401631351,0,13,
314,88.58476423,22.381631351,88.59476423,22.391631351,1,13,15048
315,88.58476423,22.371631351,88.59476423,22.381631351,2,13,15027.5
316,88.58476423,22.361631351,88.59476423,22.371631351,3,13,15025.5
317,88.58476423,22.351631351,88.59476423,22.361631351,4,13,15010
318,88.58476423,22.341631351,88.59476423,22.351631351,5,13,15050.5
319,88.58476423,22.331631351,88.59476423,22.341631351,6,13,15047.5
320,88.58476423,22.321631351,88.59476423,22.331631351,7,13,15050.5
321,88.58476423,22.311631351,88.59476423,22.321631351,8,13,15053.5
322,88.58476423,22.301631351,88.59476423,22.311631351,9,13,15058.5
323,88.58476423,22.291631351,88.59476423,22.301631351,10,13,15052
324,88.58476423,22.281631351,88.59476423,22.291631351,11,13,15052
325,88.58476423,22.271631351,88.59476423,22.281631351,12,13,15048
326,88.58476423,22.261631351,88.59476423,22.271631351,13,13,15044
327,88.58476423,22.251631351,88.59476423,22.261631351,14,13,15049.5
328,88.58476423,22.241631351,88.59476423,22.251631351,15,13,15059
329,88.58476423,22.231631351,88.59476423,22.241631351,16,13,15056
330,88.58476423,22.221631351,88.59476423,22.231631351,17,13,15052.5
331,88.58476423,22.211631351,88.59476423,22.221631351,18,13,15050.5
332,88.58476423,22.201631351,88.59476423,22.211631351,19,13,15048
333,88.58476423,22.191631351,88.59476423,22.201631351,20,13,15053.5
334,88.58476423,22.181631351,88.59476423,22.191631351,21,13,15052.5
335,88.58476423,22.171631351,88.59476423,22.181631351,22,13,15056.5
336,88.58476423,22.161631351,88.59476423,22.171631351,23,13,15046.5
337,88.59476423,22.391631351,88.60476423,22.401631351,0,14,
338,88.59476423,22.381631351,88.60476423,22.391631351,1,14,15030
339,88.59476423,22.371631351,88.60476423,22.381631351,2,14,15030.5
340,88.59476423,22.361631351,88.60476423,22.371631351,3,14,15024
341,88.59476423,22.351631351,88.60476423,22.361631351,4,14,15022.5
342,88.59476423,22.341631351,88.60476423,22.351631351,5,14,15038.5
343,88.59476423,22.331631351,88.60476423,22.341631351,6,14,15054
344,88.59476423,22.321631351,88.60476423,22.331631351,7,14,15050
345,88.59476423,22.311631351,88.60476423,22.321631351,8,14,15049
346,88.59476423,22.301631351,88.60476423,22.311631351,9,14,15056
347,88.59476423,22.291631351,88.60476423,22.301631351,10,14,15052.5
348,88.59476423,22.281631351,88.60476423,22.291631351,11,14,15055.5
349,88.59476423,22.271631351,88.60476423,22.281631351,12,14,15055.5
350,88.59476423,22.261631351,88.60476423,22.271631351,13,14,15048
351,88.59476423,22.251631351,88.60476423,22.261631351,14,14,15051.5
352,88.59476423,22.241631351,88.60476423,22.251631351,15,14,15054
353,88.59476423,22.231631351,88.60476423,22.241631351,16,14,15052.5
354,88.59476423,22.221631351,88.60476423,22.231631351,17,14,15053
355,88.59476423,22.211631351,88.60476423,22.221631351,18,14,15049.5
356,88.59476423,22.201631351,88.60476423,22.211631351,19,14,15043
357,88.59476423,22.191631351,88.60476423,22.201631351,20,14,15047
358,88.59476423,22.181631351,88.60476423,22.191631351,21,14,15035.5
359,88.59476423,22.171631351,88.60476423,22.181631351,22,14,15043
360,88.59476423,22.161631351,88.60476423,22.171631351,23,14,15057.5
361,88.60476423,22.391631351,88.61476423,22.401631351,0,15,
362,88.60476423,22.381631351,88.61476423,22.391631351,1,15,15029.5
363,88.60476423,22.371631351,88.61476423,22.381631351,2,15,15033
364,88.60476423,22.361631351,88.61476423,22.371631351,3,15,15034.5
365,88.60476423,22.351631351,88.61476423,22.361631351,4,15,15042
366,88.60476423,22.341631351,88.61476423,22.351631351,5,15,15048.5
367,88.60476423,22.331631351,88.61476423,22.341631351,6,15,15060.5
368,88.60476423,22.321631351,88.61476423,22.331631351,7,15,15055
369,88.60476423,22.311631351,88.61476423,22.321631351,8,15,15053.5
370,88.60476423,22.301631351,88.61476423,22.311631351,9,15,15056.5
371,88.60476423,22.291631351,88.61476423,22.301631351,10,15,15058.5
372,88.60476423,22.281631351,88.61476423,22.291631351,11,15,15052.5
373,88.60476423,22.271631351,88.61476423,22.281631351,12,15,15058.5
374,88.60476423,22.261631351,88.61476423,22.271631351,13,15,15051
375,88.60476423,22.251631351,88.61476423,22.261631351,14,15,15050.5
376,88.60476423,22.241631351,88.61476423,22.251631351,15,15,15055
377,88.60476423,22.231631351,88.61476423,22.241631351,16,15,15050
378,88.60476423,22.221631351,88.61476423,22.231631351,17,15,15062.5
379,88.60476423,22.211631351,88.61476423,22.221631351,18,15,15047.5
380,88.60476423,22.201631351,88.61476423,22.211631351,19,15,15044.5
381,88.60476423,22.191631351,88.61476423,22.201631351,20,15,15042.5
382,88.60476423,22.181631351,88.61476423,22.191631351,21,15,15026
383,88.60476423,22.171631351,88.61476423,22.181631351,22,15,15037
384,88.60476423,22.161631351,88.61476423,22.171631351,23,15,15047
385,88.61476423,22.391631351,88.62476423,22.401631351,0,16,
386,88.61476423,22.381631351,88.62476423,22.391631351,1,16,15027.5
387,88.61476423,22.371631351,88.62476423,22.381631351,2,16,15033
388,88.61476423,22.361631351,88.62476423,22.371631351,3,16,15039
389,88.61476423,22.351631351,88.62476423,22.361631351,4,16,15045.5
390,88.61476423,22.341631351,88.62476423,22.351631351,5,16,15069
391,88.61476423,22.331631351,88.62476423,22.341631351,6,16,15067
392,88.61476423,22.321631351,88.62476423,22.331631351,7,16,15055.5
393,88.61476423,22.311631351,88.62476423,22.321631351,8,16,15054.5
394,88.61476423,22.301631351,88.62476423,22.311631351,9,16,15057.5
395,88.61476423,22.291631351,88.62476423,22.301631351,10,16,15043
396,88.61476423,22.281631351,88.62476423,22.291631351,11,16,15053.5
397,88.61476423,22.271631351,88.62476423,22.281631351,12,16,15062.5
398,88.61476423,22.261631351,88.62476423,22.271631351,13,16,15054
399,88.61476423,22.251631351,88.62476423,22.261631351,14,16,15049
400,88.61476423,22.241631351,88.62476423,22.251631351,15,16,15047.5
401,88.61476423,22.231631351,88.62476423,22.241631351,16,16,15036
402,88.61476423,22.221631351,88.62476423,22.231631351,17,16,15050
403,88.61476423,22.211631351,88.62476423,22.221631351,18,16,15067.5
404,88.61476423,22.201631351,88.62476423,22.211631351,19,16,15054.5
405,88.61476423,22.191631351,88.62476423,22.201631351,20,16,15038.5
406,88.61476423,22.181631351,88.62476423,22.191631351,21,16,15043
407,88.61476423,22.171631351,88.62476423,22.181631351,22,16,15035
408,88.61476423,22.161631351,88.62476423,22.171631351,23,16,15041.5
409,88.62476423,22.391631351,88.63476423,22.401631351,0,17,
410,88.62476423,22.381631351,88.63476423,22.391631351,1,17,15046
411,88.62476423,22.371631351,88.63476423,22.381631351,2,17,15052
412,88.62476423,22.361631351,88.63476423,22.371631351,3,17,15058.5
413,88.62476423,22.351631351,88.63476423,22.361631351,4,17,15063
414,88.62476423,22.341631351,88.63476423,22.351631351,5,17,15060
415,88.62476423,22.331631351,88.63476423,22.341631351,6,17,15063.5
416,88.62476423,22.321631351,88.63476423,22.331631351,7,17,15057
417,88.62476423,22.311631351,88.63476423,22.321631351,8,17,15055
418,88.62476423,22.301631351,88.63476423,22.311631351,9,17,15044
419,88.62476423,22.291631351,88.63476423,22.301631351,10,17,15045.5
420,88.62476423,22.281631351,88.63476423,22.291631351,11,17,15055.5
