id,left,top,right,bottom,row_index,col_index,1
1,87.983244714999998,22.623202797000001,87.993244715000003,22.633202797000003,0,0,
2,87.983244714999998,22.613202797000000,87.993244715000003,22.623202797000001,1,0,
3,87.983244714999998,22.603202797000002,87.993244715000003,22.613202797000003,2,0,
4,87.983244714999998,22.593202797000000,87.993244715000003,22.603202797000002,3,0,
5,87.983244714999998,22.583202796999998,87.993244715000003,22.593202797000004,4,0,
6,87.983244714999998,22.573202797000000,87.993244715000003,22.583202796999998,5,0,
7,87.983244714999998,22.563202797000002,87.993244715000003,22.573202797000004,6,0,
8,87.983244714999998,22.553202797000001,87.993244715000003,22.563202797000002,7,0,
9,87.983244714999998,22.543202797000003,87.993244715000003,22.553202797000004,8,0,
10,87.983244714999998,22.533202797000001,87.993244715000003,22.543202797000003,9,0,
11,87.983244714999998,22.523202797000000,87.993244715000003,22.533202797000001,10,0,
12,87.983244714999998,22.513202797000002,87.993244715000003,22.523202797000003,11,0,
13,87.983244714999998,22.503202797000000,87.993244715000003,22.513202797000002,12,0,
14,87.983244714999998,22.493202797000006,87.993244715000003,22.503202797000004,13,0,
15,87.983244714999998,22.483202797000001,87.993244715000003,22.493202797000006,14,0,
16,87.983244714999998,22.473202797000003,87.993244715000003,22.483202797000004,15,0,
17,87.983244714999998,22.463202797000001,87.993244715000003,22.473202797000003,16,0,
18,87.983244714999998,22.453202796999999,87.993244715000003,22.463202797000001,17,0,
19,87.983244714999998,22.443202797000001,87.993244715000003,22.453202797000003,18,0,
20,87.983244714999998,22.433202797000000,87.993244715000003,22.443202797000001,19,0,
21,87.983244714999998,22.423202796999998,87.993244715000003,22.433202797000003,20,0,
22,87.983244714999998,22.413202797000000,87.993244715000003,22.423202796999998,21,0,
23,87.983244714999998,22.403202797000002,87.993244715000003,22.413202797000004,22,0,
24,87.983244714999998,22.393202797000001,87.993244715000003,22.403202797000002,23,0,
25,87.983244714999998,22.383202797000003,87.993244715000003,22.393202797000004,24,0,
26,87.983244714999998,22.373202797000001,87.993244715000003,22.383202797000003,25,0,
27,87.983244714999998,22.363202797000000,87.993244715000003,22.373202797000001,26,0,
28,87.993244715000003,22.623202797000001,88.003244715000022,22.633202797000003,0,1,
29,87.993244715000003,22.613202797000000,88.003244715000022,22.623202797000001,1,1,
30,87.993244715000003,22.603202797000002,88.003244715000022,22.613202797000003,2,1,
31,87.993244715000003,22.593202797000000,88.003244715000022,22.603202797000002,3,1,15081.000000000000000
32,87.993244715000003,22.583202796999998,88.003244715000022,22.593202797000004,4,1,15061.000000000000000
33,87.993244715000003,22.573202797000000,88.003244715000022,22.583202796999998,5,1,15049.500000000000000
34,87.993244715000003,22.563202797000002,88.003244715000022,22.573202797000004,6,1,15041.000000000000000
35,87.993244715000003,22.553202797000001,88.003244715000022,22.563202797000002,7,1,15032.000000000000000
36,87.993244715000003,22.543202797000003,88.003244715000022,22.553202797000004,8,1,15010.500000000000000
37,87.993244715000003,22.533202797000001,88.003244715000022,22.543202797000003,9,1,15012.000000000000000
38,87.993244715000003,22.523202797000000,88.003244715000022,22.533202797000001,10,1,15024.000000000000000
39,87.993244715000003,22.513202797000002,88.003244715000022,22.523202797000003,11,1,15020.000000000000000
40,87.993244715000003,22.503202797000000,88.003244715000022,22.513202797000002,12,1,15018.000000000000000
41,87.993244715000003,22.493202797000006,88.003244715000022,22.503202797000004,13,1,15034.500000000000000
42,87.993244715000003,22.483202797000001,88.003244715000022,22.493202797000006,14,1,15064.000000000000000
